alien_bonus,laser_penalty,shield_bonus,lowest_enemy_penalty
490,-10,0,-20.0
490,-10,0,-20.0
500,-10,0,-20.0
500,-10,0,-20.0
510,-10,0,-20.0
510,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,-10,0,-20.0
540,0,0,-20.0
540,0,0,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
0,0,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,0,3,-10.0
450,0,3,-10.0
450,-10,3,-10.0
450,-10,3,-10.0
460,-10,3,-10.0
460,-10,3,-10.0
470,-10,3,-10.0
470,-10,3,-10.0
470,-10,3,-10.0
470,-10,3,-20.0
470,-10,3,-20.0
470,-10,3,-20.0
470,-10,3,-20.0
470,0,3,-20.0
470,0,3,-20.0
470,0,3,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
0,0,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
460,-10,0,-10.0
460,-10,0,-10.0
470,-10,0,-10.0
470,-10,0,-10.0
480,-10,0,-10.0
480,-10,0,-20.0
490,0,0,-20.0
490,-10,0,-20.0
500,-10,0,-20.0
500,-10,0,-20.0
510,-10,0,-20.0
510,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
0,0,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
460,-10,0,-10.0
460,-10,0,-10.0
470,-10,0,-10.0
470,-10,0,-10.0
480,-10,0,-10.0
480,-10,0,-20.0
490,0,0,-20.0
490,-10,0,-20.0
500,-10,0,-20.0
500,-10,0,-20.0
510,-10,0,-20.0
510,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
0,0,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
460,-10,0,-10.0
460,-10,0,-10.0
470,-10,0,-10.0
470,-10,0,-10.0
480,-10,0,-10.0
480,-10,0,-20.0
490,0,0,-20.0
490,-10,0,-20.0
500,-10,0,-20.0
500,-10,0,-20.0
510,-10,0,-20.0
510,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,3,-20.0
530,-10,3,-20.0
530,0,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,0,0,-10.0
380,-10,0,-10.0
380,-10,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
410,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,0,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,0,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,-10,0,-20.0
410,0,0,-20.0
410,0,0,-20.0
410,0,0,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
0,0,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
460,-10,0,-10.0
460,-10,0,-10.0
470,-10,0,-10.0
470,-10,0,-10.0
480,-10,0,-10.0
480,-10,0,-20.0
490,0,0,-20.0
490,-10,0,-20.0
500,-10,0,-20.0
500,-10,0,-20.0
510,-10,0,-20.0
510,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
530,0,0,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
0,0,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
460,-10,0,-10.0
460,-10,0,-10.0
470,0,3,-10.0
470,0,3,-10.0
480,-10,3,-10.0
480,-10,3,-20.0
480,-10,3,-20.0
480,-10,3,-20.0
480,-10,3,-20.0
480,0,3,-20.0
480,0,3,-20.0
480,0,3,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
430,0,0,-10.0
0,0,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
460,-10,0,-10.0
460,-10,0,-10.0
470,-10,0,-10.0
470,-10,0,-10.0
480,-10,0,-10.0
480,-10,0,-20.0
490,0,0,-20.0
490,-10,0,-20.0
500,-10,0,-20.0
500,-10,0,-20.0
510,-10,0,-20.0
510,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,-10,0,-20.0
530,0,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,-10,3,-20.0
530,0,3,-20.0
530,0,3,-20.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
370,0,0,-10.0
370,-10,0,-10.0
380,-10,0,-10.0
380,0,0,-10.0
390,-10,0,-10.0
390,-10,0,-10.0
400,-10,0,-10.0
400,-10,0,-10.0
410,-10,0,-10.0
410,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,-10,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
420,0,0,-10.0
0,0,0,-10.0
0,0,0,-10.0
420,-10,0,-10.0
430,-10,0,-10.0
430,0,0,-10.0
440,-10,0,-10.0
440,-10,0,-10.0
450,-10,0,-10.0
450,-10,0,-10.0
460,-10,0,-10.0
460,-10,0,-10.0
470,-10,0,-10.0
470,-10,0,-20.0
480,-10,0,-20.0
480,-10,0,-20.0
480,-10,0,-20.0
490,-10,0,-20.0
490,-10,0,-20.0
500,0,0,-20.0
500,-10,0,-20.0
510,-10,0,-20.0
510,-10,0,-20.0
520,-10,0,-20.0
520,-10,0,-20.0
530,-10,0,-20.0
